dataset/Cou001_The same as you..wav|同じで
dataset/Lda177_I couldn't find that data in her ‘host’ page..wav|でも、ホストにそのデータはない。
dataset/Lda177_I don’t think Touko-san knows much about machines and computers..wav|それにトウコさんは機械のことあんまり詳しくなさそうだし
dataset/Lda177_I could see that she sends information about me to the research room, and that she sends a lot of it..wav|確かに研究室にデータを送っているんだけど、送信している量が異常に大きい。
dataset/Lda177_I thought that I now knew the research data Touko-san keeps about me, and that I knew what she does with it..wav|これでトウコさんの私の研究データがどこに移動してあるのかわかるかなって思ったら
dataset/Lda177_She didn't give me a clear answer..wav|なんだかはっきりしない答えが返ってきた
dataset/Lda177_I went to see Touko-san alone because Mom was sleeping in..wav|お母さんは昨日から寝込んでいたから 遠子さんのところに一人で出かけた
dataset/Lda177_I feel bad because I think I’m tricking Touko-san, but on the other hand, I feel good..wav|まるでトウコさんを騙してるようで心が痛むけど でもなんだか気持ちいい
dataset/Lda177_I’ll try to access her site then..wav|その瞬間にアクセスしてみよう
dataset/Lda177_Touko-san tends to transmit her data late at night..wav|データを転送している時間が大体いつも深夜なので
dataset/Lda177_She has a very big file about me that would take a long time to download, so I don’t think she’ll find out if I accessed it..wav|これだけ大きなファイルだったら相当時間がかかるから、こっちからアクセスしてもバレないだろうし。
dataset/Lda178_I can see that she thinks of petty things, too..wav|やっぱり偉そうにしててもこんなこと考えてるんだ
dataset/Lda177_While Touko-san left the room for a while, I took copies of some pages from her notebook..wav|トウコさんが席を外した時に、 トウコさんのノートブックから、 プレファレンスをコピーした。
dataset/Lda178_I don’t think I left any ‘foot prints.’.wav|でも足跡残ってないから大丈夫かな
dataset/Lda178_I found Touko-san’s diary..wav|とうこさんの日記を手に入れた。
dataset/Lda178_I felt like adding some of my own notes, but decided not to..wav|書き加えておこうかななんて思ったけど、やめておいてよかった。
dataset/Lda178_It’s wrong to read other people’s diaries, but it’s fun..wav|人の日記を読むのは いけないことだけど楽しい
dataset/Lda178_I’m disappointed..wav|ちょっとがっかりした
dataset/Lda178_I’m finding out that she’s just another human being..wav|トウコさんもただの女なんだって
dataset/Lda178_I’m understanding Touko-san better now..wav|だんだんトウコさんが見えてきた。
dataset/Lda179_But Touko-san is wrong, too..wav|でも、トウコさんも行けないんだよ
dataset/Lda178_Was my report this simple?.wav|それにしても私のレポートってこんなに簡単だったの?
dataset/Lda179_I wonder how Touko-san would react if she finds out that I’ve been reading her diary..wav|トウコさん、私がトウコさんの日記を読んだって知ったら、どんな顔するだろう?
dataset/Lda179_It gets me excited because I’m a bad girl..wav|少しワクワクする。私は悪い子だから。
dataset/Lda180_Dad’s been away for a long time and I haven’t heard from him..wav|お父さんがいなくなってずいぶん経つのに連絡も来ない
dataset/Lda180_I want to see him..wav|会いたい。
dataset/Lda180_Has he forgotten about me?.wav|もうレインのことなんか忘れちゃったのかな
dataset/Lda180_I want to be with Dad forever..wav|お父さんとずっと一緒にいたい
dataset/Lda181_Do you really want to see Dad?.wav|本当にお父さんに会いたいの?
dataset/Lda181_He was tall, he wore glasses, and he had gentle-looking eyes..wav|大きくて、眼鏡をかけていて、優しそうな目をしていて。
dataset/Lda181_I can’t remember Dad much anymore..wav|なんだかお父さんがよく思い出せなくなっちゃった
dataset/Lda181_What kind of person was Dad?.wav|お父さんってどんな人だったの?
dataset/Lda178_Most of what she writes is about men..wav|くだらない 男の人のことばっかり書いてある
dataset/Lda182_I got some free AI software that lets me replicate voices and images..wav|フリーウェアのAIソフトにビデオからのサンプリングした声を元に
dataset/Lda182_I played around with it, and was able to create voices and images on the computer that look and sound like Dad..wav|トーキングエンジンを改良してお父さんの口癖を入れ、音声発声できるようにした。 ひたすらセリフを入力したら、結構話せるようになった。
dataset/Lda182_I think this is all goofy, but it makes me happy..wav|なんだか自分でもバカバカしいなと思うけど 嬉しい
dataset/Lda123_If she’s troubled about something, I wish she would talk to me, even though I probably can't help..wav|困ったことがあるなら私に何でも言ってほしいな 頼りないかもしれないけど
dataset/Lda182_I programmed it to say several expressions, like "hi, Lain, how are you doing?" The voice is very robotic..wav|キーワードごとに乱数をつけてオートリンクしたら、ちょっと不思議な感じ。 ロボットみたいな声で レイン楽しいかい? なんて話しかけてくる。
dataset/Lda184_Dad is studying the Net now, so he’ll know more dirty words than me..wav|ネットで勉強させているから、エッチな言葉は私よりも詳しい。
dataset/Lda182_I think I’ll add some more features to it..wav|今度は思考ルーティンをつけてあげよう
dataset/Lda123_It’s amazing because Misato-chan is still in 7th grade..wav|七年生から選ばれるなんてすごい
dataset/Lda183_It’s weird for a daughter to grow her father, but it makes me feel that Dad is nearby and that makes me happy..wav|娘がお父さんを育てるなんてなんだかおかしいよね でもお父さんがそばにいるみたいで少し嬉しい
dataset/Lda184_Do difficult kanji suit him well?.wav|ちょっと固い感じがお父さんっぽい?
dataset/Lda184_I gave Dad a Japanese signature..wav|お父さんに日本語辞書をつけた。
dataset/Lda184_I guess there are limitations..wav|やっぱりありものの素材じゃ限界がある
dataset/Lda184_You’re a dirty old man, Dad!.wav|お父さんのエッチ
dataset/Lda185_Can you see me?.wav|レインはちゃんと見える?
dataset/Lda184_Just a voice with a text is boring, so I set up the computer so that I can see an image of Dad and have him talk..wav|音声とテキストだけじゃ寂しいんで、ビデオからキャプチャーしてお父さんが画面で喋るようにした。
dataset/Lda185_Dad has eyes now..wav|お父さんに目ができたんだね
dataset/Lda184_I programmed the routing devices so that Dad can communicate with the Net and receive feedback..wav|思考ルーティンは進化できるようにプログラムしてあるから、ネットで学習させてフィードバックしている。
dataset/Lda185_It can recognize general and representative shapes visually through the screen..wav|画像認識で大まかな形や代表的な形のものは認識できるようになった。
dataset/Lda185_Dad’s file size has gotten huge, so I’ve had to break down the information..wav|ファイルサイズが巨大になったので、RANで分散型にした。
dataset/Lda186_I bet she’ll be surprised..wav|びっくりするかな
dataset/Lda186_Are you happy, Dad?.wav|お父さんも嬉しい?
dataset/Lda186_But I won’t show Mom until Dad looks more like Dad..wav|でも、もっとお父さんらしく作ってから見せよ
dataset/Lda186_I should show Mom..wav|お母さんに見せたらびっくりした
dataset/Lda186_I’ll have him scold her for drinking..wav|お母さんがお酒を飲まないように叱ってもらおうかな
dataset/Lda186_Now I’ll always be with him..wav|これでいつも一緒にいられるね
dataset/Lda186_I’m breathing Dad’s life into the computer Dad gave me..wav|お父さんが買ってくれたPCにお父さんの命を吹き込んであげる
dataset/Lda123_Misato-chan doesn’t seem too happy, though..wav|でも、やっぱりみさとちゃんはあんまり楽しくなさそう。
dataset/Lda186_I got low on buffer and the computer froze sometimes after bringing him to life, but it seems more and more that he is alive now, and I am happy..wav|再生時にバッファが足りなくなって時々フリーズするけど、だんだん生きてるような雰囲気になってきて嬉しい。
dataset/Lda186_Oh!.wav|そうだ
dataset/Lda186_This PC is Dad..wav|このPCはお父さんなんだ
dataset/Lda187_I think the prototype was more like Dad..wav|なんだかプロトタイプの方がお父さんらしかったかな
dataset/Lda186_I decided to make a model of Dad with 3-D rendering..wav|やっぱり3Dレンダリングしてお父さんのモデルを作ることにした
dataset/Lda187_I’m finding limitations, though..wav|でもやっぱり所詮CGだと限界かな
dataset/Lda188_But I love Dad, too..wav|でも、レインはお父さんのことも好きだから。
dataset/Lda187_I increased the amount of the rendering engine’s memory to 12 Gigs and optimized the signal pathways..wav|レンダリングエンジンのメモリーも12ギガに増やして、バスをほとんど通過しないで演算できるようにした。
dataset/Lda187_The more I try to work into him, the slower he becomes..wav|作り込めば作り込むだけ嘘っぽくなる
dataset/Lda188_I love you..wav|メインはお母さんのこと大好きだよ
dataset/Lda187_In order to raise the speed of the 3-D rendering, I routed more energy to the CPU..wav|3Dモデラーのレンタリングの速度を上げるために、CPUをマルチプロセッサーからさらに4機増設した。
dataset/Lda188_I want to see Dad..wav|お父さんに会いたいだけ
dataset/Lda188_I should have thought more about Mom’s feelings..wav|お母さんの気持ちをもう少し考えればよかったかな
dataset/Lda188_I showed Dad to Mom today..wav|今日お母さんにお父さんを見せてあげた
dataset/Lda188_Maybe she thinks I made him to offend her..wav|私が嫌味で作ったと思ったのかもしれない
dataset/Lda188_I’m sorry, Mom..wav|ごめんなさい、お母さん。
dataset/Lda188_She was horrified..wav|すごい怖い顔してます
dataset/Lda188_She looked at me and left the room without saying a word..wav|私を見て何も言わずに部屋から出て行った
dataset/Lda188_Do you dislike Dad, Mom?.wav|でもお母さんはお父さんのこと嫌いなの?
dataset/Lda189_I might be able to make the kind of robots he’s working on at the level where I am now..wav|今の私のレベルでもそれなりのものができるかもしれない
dataset/Lda189_I might be able to take Dad out of the computer screen now..wav|これでお父さんをブラウン管から出してあげられるかも
dataset/Lda189_I talked to a student at the Massachusetts Institute of Technology factory who is studying robots..wav|MITのファクトリーでロボットの研究をしている学生と話をした。
dataset/Lda189_I’ll be able to feel him again..wav|お父さんをもっと感じることができる
dataset/Lda190_Do any of you have that?.wav|誰か持ってない?
dataset/Lda189_I’ll be able to hug Dad again the way I used to..wav|そうしたら昔みたいにお父さんに抱きしめてもらえる
dataset/Lda189_There’s a ton of data, though, and there’ll have to be cables everywhere..wav|と言っても、データが巨大すぎるんでケーブル付きになっちゃうかもしれないけど
dataset/Lda191_I wonder what they would think if they met me..wav|でも、私に会ったらどんな顔するかな?
dataset/Lda190_I want an accelerator that will work in conjunction with protocol 7..wav|プロトコル7対応のアクセラレーターが欲しい
dataset/Lda191_I’m just interested in Dad..wav|今はお父さんのことだけ
dataset/Lda191_I’m not interested in that stuff anymore..wav|もうそんなことにも興味はないわ
dataset/Lda190_I’ll ask someone who is a friend of Mr. Tachibana..wav|たちばなの研究所の友達に聞いてみよう
dataset/Lda191_People operate around money..wav|お金に弱いんだねみんな
dataset/Lda191_They aren’t willing to give away their technological secrets to strangers too willingly..wav|その方が私は助かるけど 起用秘密をそんなに簡単に知らない人に渡してしまうなんて
dataset/Lda192_In order to control the electricity, I’ll need to buy batteries and lots of cables..wav|電圧を確保するのにバッテリーも必要だし、ケーブルもいっぱい買わなくっちゃ
dataset/Lda192_It won’t be a problem because I won’t be spending money, though..wav|人工の筋肉も驚くほど高い と言ってもお金を実際払うわけでもないからいいんだけど
dataset/Lda192_I’ll make his upper body first..wav|とりあえず上半身を作ろう
dataset/Lda193_I held onto him like a little baby..wav|お父さんの胸にしがみついた
dataset/Lda193_I put an electrical generator in Dad’s chest so he can start supporting himself..wav|胸の中に発電機を入れてお父さんが自活できるようにした。
dataset/Lda192_It’ll take a lot of work to make his head..wav|やっぱり頭作るのに苦労しそう
dataset/Lda192_Making artificial organs is very expensive..wav|人工の関節ってすごく高い
dataset/Lda193_I was feeling tired, so I gave him a hug..wav|ちょっと疲れたから甘えてみた。まるで赤ん坊のように。
dataset/Lda193_I’ve placed motors in him so he can start moving around little by little..wav|ゆっくりでも動かせるように各関節にモーターをつけてあるから
dataset/Lda194_I had Dad touch me all over my body..wav|お父さんの手で私の体を隅々まで触ってもらう
dataset/Lda193_The electricity heats him up, so he’s warm and gentle, just like my real Dad..wav|発熱がすごくて本物のお父さんみたいに優しくて温かい
dataset/Lda195_I don’t know..wav|わからない。
dataset/Lda194_I’ve never done this with my real Dad..wav|本当のお父さんとはこんなことしてないのに
dataset/Lda195_I don’t know if it was because I felt like Dad was holding me or because I was imagining someone else..wav|お父さんに抱かれているからなのか、それとも違う人を想像しているのか。
dataset/Lda195_I felt warm inside and was excited..wav|体の奥が熱くなんて、自分が興奮しているのがわかった。
dataset/Lda195_Is this what I wanted my real Dad to do with me?.wav|本当はお父さんにこうしてもらいたかったのかな
dataset/Lda194_It’s a bit embarrassing, but when I’m holding onto the warm chest of a man, there is something that makes me feels very good..wav|男の人の熱い胸に肌を重ねていると照れくさいけどでも心のどこかですごく気持ちいいって感じている
dataset/Lda195_I just wanted someone to protect me..wav|ただ私を守ってくれる人が欲しかっただけなのかも
dataset/Lda195_This feels good, though..wav|でも、こうしていると気持ちがいい
dataset/Lda195_When I was being held, I felt like a real man was holding me..wav|抱かれて声を聞いていると、本当に男の人に抱かれている気がしてきた。
dataset/Lda197_Even if I had the money, no one will sell a house to a child..wav|お金はあっても子供が家を買うなんてできないし
dataset/Lda197_I’ll just have to find an empty house somewhere..wav|やっぱり秋夜を探すしかない
dataset/Lda197_I hate to separate from him when I’ve really just met him, but how will I buy a house?.wav|せっかく会えたのにまた別居なんて悲しいけど、どこに家を買う?
dataset/Lda197_I don’t want to sadden Mom again..wav|またお母さんを悲しませるのは嫌だし
dataset/Lda196_There is something wrong with me. I have no business criticizing Touko-san..wav|私ってやっぱり異常なんだ。 トウコさんのことなんて批判する資格なんてない。
dataset/Lda197_I have to find house where Dad can live..wav|お父さんの住む家をどこかに見つけなきゃ
dataset/Lda197_I’ve finished Dad’s arms and abdomen..wav|お父さんは両腕と胴体まで完成
dataset/Lda198_How about the electricity and the cords?.wav|電源と専用線は?
dataset/Lda197_I wanted to add his pelvis, but I ran out of space for him in my room..wav|腰までつけたかったけど、さすがに大きくなって部屋に置いておけなくなった。
dataset/Lda198_I found a good place to take Dad..wav|閉鎖された工場でいいところが見つかった
dataset/Lda198_How will I do it?.wav|どうやって運ぼう?
dataset/Lda198_It won’t work..wav|ダメだ
dataset/Lda198_If I take everything, though, it will be very heavy..wav|でもホストまで含めると相当重たいし
dataset/Lda198_I’ll need help..wav|誰かを代理人に立てて工事をさせなくっちゃ
dataset/Lda198_I’ll take Dad there tomorrow..wav|明日にでもお父さんをそこに移そう
dataset/Lda199_I decided to keep an eye on his actions for a while..wav|しばらく彼の行動を見張っておくことにしよう
dataset/Lda198_It’s not far from home, and there aren’t many people around there..wav|家からもそんなに遠くないし、人もあんまり近寄らないみたいだし。
dataset/Lda199_It would be dangerous for Father to be exposed..wav|お父さんを危険にさらすわけにはいかない
dataset/Lda199_I wonder what he thought about not meeting his client directly at all..wav|一切直接会わないでいる依頼人のこと、彼はどう思っているかな?
dataset/Lda199_Today the construction was finished and the building was handed over to me..wav|今日で工事が完了して引き渡しの日だった
dataset/Lda200_I took Dad’s legs and arms over little by little in the meantime, so I don’t think I did so badly..wav|でもその間に腕や足のパーツを少しずつ運んだから、そんなに非効率ではなかったかな。
dataset/Lda199_Moreover, since it was a bit of a big effort, I wonder if that made it seem all the more suspicious to him..wav|それにちょっと奮発したからなおさら怪しいと思うかな
dataset/Lda200_Luckily, Mom got drunk and fell asleep..wav|お母さんが酔っ払って寝てくれて助かった
dataset/Lda200_I took tape media because hard discs are heavy, but decoding them will take time..wav|ハードディスクだと重たいからテープメディアにしたのはいいけど、 デコードするのに時間がかかる。
dataset/Lda200_It will be difficult to visit Dad from now on, though..wav|でもこれからお父さんに会いに行くときはちょっと大変かな
dataset/Lda200_Today, I took Dad to his new home..wav|今日、いよいよお父さんを映した。
dataset/Lda201_I can’t remove these cables..wav|どうせケーブルも外せないし
dataset/Lda201_I put an empty artificial head on him for the time being..wav|仕方がないから空っぽの頭をつけたけど
dataset/Lda201_I failed, but what can I do?.wav|失敗 仕方ない
dataset/Lda198_If I carry something that large, someone is bound to notice..wav|あんなに大きいものを運んだら見つかっちゃうし
dataset/Lda201_I wanted to attach Dad’s legs, but working on the lower body was difficult..wav|お父さんに足をつけようって思ったけど、下半身を作るのに抵抗がある。
dataset/Lda201_He’s able to talk, but poorly, and watching the expression on his face as he tries to enunciate seems phony to me..wav|生じっかよく喋れるので、喋りの動作についてこれない顔が嘘くさくて嫌になった。
dataset/Lda201_It’s creepy that Dad doesn’t have a head..wav|それよりも頭がないのがちょっと気持ちが悪い
dataset/Lda201_It’s creepy..wav|なんだか気持ち悪い
dataset/Lda201_This isn’t Dad..wav|こんなのお父さんじゃない
dataset/Lda202_Was the only part of Dad’s body that I cared about his upper body?.wav|私がお父さんで認識していたのは上半身だけ
dataset/Lda203_I don’t think anyone remembers me anymore..wav|もう私のことなんて誰も覚えてないよね
dataset/Lda202_Maybe I didn’t even acknowledge his body..wav|ひょっとしてその体すらも認めてなかったのかもしれない
dataset/Lda203_We hadn’t talked much in school, so I didn’t mind that she didn’t seem to see me..wav|あんまり喋ったこともないし、別にどうでもいいけど。
dataset/Lda203_Today I walked past a girl I knew in 7th grade, but she didn’t seem to notice me..wav|今日、中学1年の時のクラスメイトにすれ違ったけど、向こうは私に気づかなかったみたい。
dataset/Lda204_My uniform was at the dry cleaner’s..wav|制服もクリーニングに出したきり
dataset/Lda203_When I saw her school uniform, I was jealous..wav|でも制服姿を見たら少し羨ましかった
dataset/Lda204_Mom seemed sad when she went to the store to pick it up..wav|店から受け取った時のお母さんは寂しそうだったな
dataset/Lda204_She went to the trouble of buying it for me, after all..wav|せっかく買ってくれたのに
dataset/Lda205_I don’t have an individual personality and I don’t leave much of an impression..wav|だって私なんて個性的じゃないし印象に残らないから
dataset/Lda205_I e-mailed a kid that used to be a classmate, and asked her about me..wav|クラスメートだった子にメールをして私のことを聞いてみた。
dataset/Lda205_Isn’t the me that acknowledges my existence only living in this small body?.wav|結局私が私って認識されたのはこのちっちゃな体だけなのかな
dataset/Lda205_I don’t need a connection to reality anymore, and it’s not so important to know that I’m a human being who will die unless she eats..wav|だってもう私は現実世界との接点を必要としてないし、ご飯を食べないと死んじゃう私より、おとなの方が合理的だ。
dataset/Lda205_It’s more rational to me to have Dad..wav|お父さんは私よりも進化している?
dataset/Lda205_Nobody remembers me..wav|私のことなんて誰も覚えてない
dataset/Lda206_Could it be that he’s trying to see me?.wav|ひょっとして私に会おうとしてくれているのかな?
dataset/Lda206_Dad was having some trouble..wav|お父さんにバグがあったみたい
dataset/Lda201_I wouldn’t mind if Dad only had an upper body..wav|私のお父さんはやっぱり上半身だけで構わない
dataset/Lda202_In my mind, Dad was always bigger than me....wav|私のイメージの中にあるのは、私より大きい何か程度のもの?
dataset/Lda205_When I made Dad, I started to feel that my own body was pretty lame..wav|なんかお父さんを作っていると自分の体がバカバカしく感じる
dataset/Lda205_Wouldn’t I be me if I had a thought re-routing?.wav|私が私であるのは、私の思考ルーティンがあればいいんじゃないかって。
dataset/Lda206_I’m connected to you..wav|繋がっているよ
dataset/Lda206_I’ll always keep an eye on you, Dad..wav|レインはいつでもお父さんをちゃんと見てるし
dataset/Lda206_I noticed that he was starting to move around on his own..wav|部屋から監視してると勝手に動いちゃうし
dataset/Lda209_I can’t handle this on my own..wav|やっぱり自分で許容できない
dataset/Lda209_I don’t know who I saw..wav|相手の正体がわからない
dataset/Lda208_Someone has accessed Dad. But who? Some prankster who found my host site?.wav|誰かがお父さんにアクセスしている。 誰? 私のホストにアクセスする、いたずら屋さん。
dataset/Lda209_But she’s different from the person I was then..wav|でもあの頃の私とは違って多分
dataset/Lda209_I had a hallucination for the first time in a long while..wav|久しぶりに幻覚を見た
dataset/Lda207_Is Dad really Dad? Is he the Dad that loves me more than anyone else?.wav|お父さんは本当にお父さん? ネインのことを誰よりも大事に思ってくれるお父さん?
dataset/Lda209_She is in elementary school..wav|もう小学生ぐらい?
dataset/Lda209_The me in the hallucination has grown..wav|幻覚の私成長してる
dataset/Lda209_I’ll go see Touko-san..wav|トウコさんのところに行こう
dataset/Lda209_This is no good..wav|ダメだ
dataset/Lda209_Was the me that I was then me?.wav|あの頃の私って私だったの?
dataset/Lda210_I don’t know why I’m going to see her..wav|これじゃ何しに行ったんだかわからない
dataset/Lda210_I haven’t been changing..wav|私は変わってないのに
dataset/Lda210_Maybe Touko-san doesn’t understand me..wav|もしかして、トウコさんは私のことがわかんない?
dataset/Lda210_She seems frightened of me..wav|なんだか私に怯えているみたい
dataset/Lda210_Touko-san, it seems that you are beginning to not understand me..wav|トウコさん、私が分からなくなってきてるみたいだね
dataset/Lda210_She asks, "Are you really Lain?" She just tilts her head when I bring up my medical condition..wav|何度も本当にレインって聞いてくるし、私の病状にも首をかしげてばかり。
dataset/Lda211_And then....wav|それから?
dataset/Lda211_I felt bad for Touko-san and wanted to help her..wav|トウコさんがかわいそうで助けたくなって
dataset/Lda211_Even a me like that can’t remember what I talked about..wav|そういう私も何を話したのか、大して思い出せない。
dataset/Lda212_Dad....wav|お父さん
dataset/Lda212_But if I sleep again, I might see myself again..wav|でも、寝てしまったら、また私を見てしまうかもしれない。
dataset/Lda212_I found data about me that I wasn’t able to see before..wav|私のデータが見える? 今まで見えてなかったのに
dataset/Lda212_I hate this..wav|嫌だよ
dataset/Lda209_She had conviction in her eyes..wav|石の強そうな目をしていた
dataset/Lda212_I was concerned, so I accessed Touko-san’s notebook..wav|気になったので、トウコさんのノートブックにアクセスした。
dataset/Lda212_It drives me crazy..wav|気が狂いそう
dataset/Lda212_I’m getting drowsy again although I was sleeping just a moment ago..wav|また眠くなってきた さっきも寝ていたのに
dataset/Lda212_I’m sleepy..wav|眠い
dataset/Lda212_I don’t even want to look at them..wav|見るのも嫌だ
dataset/Lda213_I wanted to say, "Hey, it’s been a long time!" and write him, but I couldn’t..wav|久しぶりって挨拶して金曲を書こうと思ったけど書けなかった
dataset/Lda213_In the mail there was a letter from Mr. Rabbit..wav|メールの中にうさぎさんのメールがあった
dataset/Lda212_These days I get unusually tired and see hallucinations..wav|この頃、妙に眠くなって必ず幻覚を見てしまう。
dataset/Lda213_It was bright and gentle, like he was before he went away..wav|まるで消える前のような明るく優しいメールだった
dataset/Lda214_What’s wrong with me? I’m like the me I used to be. Who am I?.wav|私、どうしたの? 昔の私みたい。誰?私って。
dataset/Lda215_Have they turned their backs on me again?.wav|また裏切られたのかな
dataset/Lda178_There is a periodical security check and it found out about my ‘cracking.’ But I think I’m okay..wav|セキュリティが定期的にチェックしてて、クラッキングがバレちゃった。
dataset/Lda215_How did she find my e-mail address?.wav|一体どうして私のアドレスがわかったの?
dataset/Lda215_I’m still waiting to hear from them..wav|電話はまだかかってこない
dataset/Lda215_I was waiting to hear from them for such a long time..wav|ずっと私は連絡を待っていたのに
dataset/Lda215_I wrote down their phone numbers quickly and sent them e-mails..wav|でも急いで電話番号を書いたメールを出した
dataset/Lda215_Misato-chan and Mr. Rabbit both seem to do as they please..wav|うさぎさんとい、みさとちゃんとい、勝手だよね
dataset/Lda215_Misato-chan’s mail came to my private, hidden site..wav|みさとちゃんのメールが私の隠れアドレスに来ていて
dataset/Lda216_A bug was found in the mail?.wav|メーラーのバグ発見?
dataset/Lda215_She wrote in a familiar tone as if we were still great friends..wav|まるで仲の良かった頃のような口ぶりで、突然占いの話をしている。
dataset/Lda216_Could it be a problem with the server?.wav|もしかしてサーバーの問題?
dataset/Lda216_The dates and times of the e-mails are fabricated..wav|作成日の年数がデタラメ
dataset/Lda216_I’ll have to contact the server..wav|サーバー管理者にメールしなきゃ
dataset/Lda217_A young police officer was badmouthing..wav|若い警官が過激中を言っていた
dataset/Lda212_I have a lot of e-mails..wav|メールが何らかいっぱい届いている
dataset/Lda217_Did she run away?.wav|家で?
dataset/Lda217_Could she be drunk out on the street somewhere?.wav|まさか、どっかで酔っ払って倒れてしまっているのかな?
dataset/Lda212_I went ahead and downloaded and saved the information..wav|とりあえずダウンロードして保存した
dataset/Lda217_I protect people who are important to me..wav|私の大切な人を守るんだ
dataset/Lda217_I felt bitter and couldn’t stop crying..wav|悔しくて涙が止まらなかった
dataset/Lda217_He said that Mom must have "evaporated." Mom isn't that kind of person..wav|蒸発したとかって お母さんはそんな人じゃない
dataset/Lda217_I want to tell Dad, but I have no way of contacting him..wav|お父さんに知らせたいけど連絡できない
dataset/Lda217_How do you jerks like that?.wav|じゃなみろ
dataset/Lda217_I called the police and asked them to investigate..wav|警察に電話して捜索を頼んだら…
dataset/Lda217_They didn’t believe me because I’m a kid, but they came to my house to check..wav|子供だからって信用されないで、わざわざ家まで確認しに来た。
dataset/Lda218_I answered the phone as much as I could, but I got tired, so I pulled out the plug before going to bed..wav|できるだけ出たけど限界になって、寝るときは線を外すことにした。
dataset/Lda218_I've been getting creepy silent calls.wav|無言電話とか、嫌なことない?
dataset/Lda218_I thought of stopping the phone, but Mom and Dad and Misato-chan won’t be able to contact me then..wav|電話を止めようと思ったけど、お母さんもお父さんもみさとちゃんも連絡が取れなくなったら困るから
dataset/Lda218_When I wake up, I am afraid of hearing "Die, weirdo!" screamed from myself..wav|気がついたら死ね変態とか叫んでいた自分が怖い
dataset/Lda220_I got scared..wav|怖くなって帰る
dataset/Lda220_I don’t understand it anymore..wav|もう訳がわからない
dataset/Lda219_Someone is trying to irritate me. Why? Why would someone do that to me?.wav|誰かが私を苛立たせようとしている。 なんで私にそんなことをするの?
dataset/Lda217_Mom isn’t at home..wav|家にお母さんがいない
dataset/Lda220_I know..wav|そう。
dataset/Lda217_I was so mad I absolutely messed up the police host site..wav|あんまり悔しいんで警察のホストをめちゃくちゃにしてやった
dataset/Lda220_I’ll hide it inside of Dad..wav|お父さんの中に隠しておこう
dataset/Lda220_I took the gun, put it in a shopping bag, and hid it in a desk drawer..wav|買い物袋に入れて、机の引き出しの奥に隠した。
dataset/Lda220_I’m absolutely crazy..wav|私は絶対に狂っている
dataset/Lda220_There’s a key to the drawer, but it isn’t any good..wav|鍵があるけどこんな鍵じゃダメだ
dataset/Lda217_Only Mom knows where he is..wav|母さんしか連絡先知らないもの
dataset/Lda220_The smell of death and metal woke me..wav|血なま臭い匂いと鉄の匂いが目を覚ましてくれた?
dataset/Lda220_When I awoke I was grasping a gun..wav|朝起きたら拳銃を握っていた。
dataset/Lda221_But that’s funny..wav|でもおかしい?
dataset/Lda217_Where did she go?.wav|どこに行っちゃったんだろう
dataset/Lda221_At first I was happy and didn’t mind, but at this specification, there is something wrong with his speed..wav|はじめは嬉しくて気にしなかったけど、今のスペックであの速度は異常だ。
dataset/Lda218_Either that, or I get creepy weirdo phone calls..wav|いやらしい変態電話がかかってきた
dataset/Lda221_Did he hear me?.wav|音声認識?
dataset/Lda221_I wonder why..wav|一体どうして?
dataset/Lda221_How did he know that it was me?.wav|なんで私だってわかったの?
dataset/Lda221_Is there a reason I don’t know about?.wav|私の知らない何かが原因?
dataset/Lda221_Could he tell by the sound of my footsteps?.wav|足音の解析?
dataset/Lda221_I’m alone..wav|一人ぼっち?
dataset/Lda221_I didn’t think he could do that..wav|できなくて諦めたはずだったのに
dataset/Lda222_One of my neighbors is starting rumors..wav|近所のおばさんが噂をしている
dataset/Lda222_She laughs when I turn around..wav|私が振り向いたら笑いかけるし
dataset/Lda222_Why is she trying to tell me about it?.wav|わざと私に聞かせようとしているの?
dataset/Lda221_When I went to see Dad robot he hugged me..wav|お父さんに会いに行くと私を抱きしめてくれた。
dataset/Lda223_I decided to make a copy of myself and put it on the Net..wav|私も自分のコピーをネットに作ることにした
dataset/Lda223_For thought routing, I rebuilt a system similar to Dad’s, enhanced it, and dispersed it over the Net..wav|思考ルーティンはお父さんを改造して、同じく進化型にして、今度はネットに分散した。
dataset/Lda222_What does she want to do to me?.wav|私に何をさせたいの?
dataset/Lda223_I replicated my voice and appearance in detail..wav|声もサンプリングして、画像のデータも細かく作った。
dataset/Lda224_I know that what I’m doing is meaningless..wav|こんなことが無意味なことってわかってるのに
dataset/Lda223_Just like Dad..wav|お父さんと一緒
dataset/Lda224_It’s almost a consolation..wav|まるで気休め
dataset/Lda223_This way, as long as there is a Net, I’m a person who will never die..wav|これで私はネットのある限り死なない人間になった
dataset/Lda221_Mom is missing and Dad can’t be contacted..wav|お母さんも行方不明だし、お父さんも連絡がない。
dataset/Lda224_I’m wondering if the me in the Net will evolve in a strange way..wav|ネットの自分もおかしく進化しちゃうのかな
dataset/Lda225_After all, I have hallucinations when I’m sleeping and I have them when I’m awake..wav|幻覚が夢の中でも現実でも起こるから、マリアは…
dataset/Lda225_Her height is the same as mine..wav|私とも身長は変わらない
dataset/Lda221_Something might be wrong with Dad’s development..wav|そういえばお父さんの進化は異常かもしれない
dataset/Lda225_But I don’t think anyone will see this girl..wav|でも、この子は誰にも見えないんだろうなって思う。
